time,POE,UAE,HR,FE,PS,WARNING
15:27:13,167.52143111434285,0.5530695641171307,-149.59834996898942,0.6647945048486001,8.630752694525347,1
15:27:14,91.62077113277861,2.547175426203752,-75.52036271307489,3.3291890911439017,6.76743477613308,1
15:27:14,96.89847906381245,4.668479657859203,-80.80692359194181,5.068157572244235,6.812951337875667,1
15:27:14,73.29525626020175,27.99359167777032,-43.19517153343214,28.649631488970353,8.133189160034743,0
15:27:14,75.77734498436784,65.31343635669212,72.54381302598807,65.35808936960836,7.622199542891213,0
15:27:15,78.26343470139325,86.27405238313303,87.58426672702817,86.26743912104283,8.523518344424051,0
15:27:15,43.36281643820224,87.0442578874278,84.0849007018835,85.44411294928953,-26.60254350758559,0
15:27:15,35.51530733407676,88.0717309902745,85.62021399575674,85.48250009647171,-33.021275146326666,0
15:27:16,13.227847606500369,91.21703559592528,85.99149899311611,88.84661573180455,-77.52910551047498,0
15:27:16,3.3917934871871744,89.3483529635099,86.5116828401074,87.05468500234655,-60.95619626787619,0
15:27:16,52.2277876311079,85.79304245153753,83.2993526278106,84.7660599701816,-12.088219579088044,0
15:27:16,60.035838603045356,62.40630633058085,53.809728526857626,62.01894539849157,-1.5887419463787085,0
15:27:17,80.6884730520731,21.845202240094213,-51.73186158328728,15.46203116472928,0.10251523484770615,1
15:27:17,105.17666805384496,4.422988711221058,-83.30245457858315,132.16338443257365,-16.571963701040897,1
15:27:17,88.40682894384271,1.6622569644362017,-68.7314703911897,140.14236167577434,-9.737759148835591,1
15:27:18,70.77407951485368,41.60863547319548,-6.516190855564687,12.852247822184289,4.973061952716145,0
15:27:18,76.12345242936918,77.03360881057,78.20253977551698,73.53966628758074,-7.488674030503275,0
15:27:18,80.22542331232385,86.28538609886472,87.90881666433611,87.1240056077597,1.8013431507943798,0
15:27:18,80.50748698569927,86.40617311863322,87.93312239043081,89.27658148765293,2.1600878331319846,0
15:27:19,80.75589106651704,86.52560326262576,87.96121056482117,90.18766013059444,2.440881435269486,0
15:27:19,80.97837204683316,86.59360873786092,87.97731525067918,90.9107936300591,2.727698507257542,0
15:27:19,81.19935169645562,86.65402361771683,87.98198755415929,92.98673302655125,2.9677288111566527,0
15:27:20,81.40252872772308,86.70576553821198,88.00019567661458,92.94510668105411,3.233439898484582,0
15:27:20,81.6392568410149,86.74336953787999,88.01621629779015,92.10899035310919,3.491380921798471,0
15:27:20,81.8173157568407,86.77166938753066,88.02793135704862,91.33601002404112,3.648894173356668,0
15:27:21,81.884834202723,86.80351211878568,88.01598692456726,91.44128647142364,3.7161030284843104,0
15:27:21,81.94973940953945,86.80940270081912,88.01094994382456,92.13974426393249,3.804002288474082,0
15:27:21,82.04372117097871,86.82226547700819,88.01834169243986,93.05005627009103,3.8728592119338967,0
15:27:22,82.13401717434232,86.83228200561861,88.01874858832805,92.40325492298525,3.9397763102676255,0
15:27:22,82.25479818109156,86.84308425840219,88.02726259304404,91.7412194713295,4.051489420443716,0
15:27:22,82.27141139048688,86.85212069392175,88.0169214202088,92.0737867783509,4.088549028523811,0
15:27:22,82.2583228716932,86.86279340792719,88.00884976237224,92.85435815859624,4.092005995255445,0
15:27:23,82.29596689707857,86.84700584344142,88.01011213218919,92.71513611162176,4.119593861828009,0
15:27:23,82.36328775786382,86.84121927872376,88.02235120522009,92.28053476349952,4.182120606869076,0
15:27:23,82.37087155418973,86.85569873203458,88.0261367702125,91.98008664182,4.193018999093846,0
15:27:24,82.38353926701939,86.85800869421324,88.0193691625819,92.1146688164151,4.21498183878698,0
